event_id,transaction_id,customer_id,tx_time,amount,currency,merchant,merchant_category,payment_type,device_id,ip_address,user_agent,country,card_present,is_new_device,geo_mismatch,prior_tx_count_1h,prior_tx_count_24h,time_since_last_tx_min,is_fraud,fraud_type
13931c7f-04f6-4cd5-851c-d50f6b4f13c7,3dda12a5-4d87-4b05-a8f9-78177d27f199,CUST100002,2025-10-05 08:45:10,514.49,USD,Netflix,Entertainment,CARD,device_433,150.128.211.5,Mozilla/5.0 (Windows NT 10.0; Win64; x64),AU,0,0,0,0,0,,0,
5602111e-b3cd-4d5c-8053-203acf476f91,0282d63a-c67a-4b82-bd58-9205a3288ecf,CUST100002,2025-10-07 06:15:16,559.74,USD,Swiggy,Food,CARD,device_433,220.12.206.60,Mozilla/5.0 (Windows NT 10.0; Win64; x64),AU,0,0,0,0,0,2730.1,0,
aa60d8f3-0a2d-4b16-967a-3bfd5c4f5a57,30ad7ff2-c428-4833-9a62-72c6a2631bf0,CUST100002,2025-10-13 07:06:23,944.24,USD,Spotify,Entertainment,CARD,device_433,97.80.59.248,Mozilla/5.0 (Linux; Android 10; SM-G973F),AU,1,0,0,0,0,8691.116666666667,0,
2e8cc9e7-9ed4-44bb-8e40-885383cd700e,07b71b32-2661-4536-b550-b924d900e216,CUST100002,2025-10-15 13:42:25,373.87,USD,Swiggy,Food,WALLET,device_433,146.99.19.76,Mozilla/5.0 (Linux; Android 10; SM-G973F),AU,1,0,0,0,0,3276.0333333333333,0,
9aa14baa-3191-49f7-bd39-fd8974323a7b,cde3d1c3-9219-487b-8e0d-e984c3cdd7b1,CUST100002,2025-10-23 16:10:03,303.58,USD,BigBasket,Grocery,CARD,device_433,35.90.174.4,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),AU,0,0,0,0,0,11667.633333333333,0,
9265704f-8db3-4f21-a50d-a4bcb408200b,47c9d4bd-afd2-4473-a176-d571616294ce,CUST100002,2025-10-29 12:40:09,381.8,USD,Paytm,Payments,NETBANKING,device_1097,2.234.51.76,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),AU,0,1,0,0,0,8430.1,1,social_engineering
cd5525e8-b19d-4451-a960-d0a653dcac1d,18a7d966-d5d7-4411-b507-16b162a49032,CUST100002,2025-10-31 23:28:22,345.79,USD,Samsung,Electronics,CARD,device_433,109.49.36.232,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),AU,0,0,0,0,0,3528.2166666666667,0,
99aef13a-6410-4d85-9fe7-e2d22bc7eded,b7e34833-87a6-4242-9477-c4537e6bfd8a,CUST100003,2025-10-06 01:21:59,483.98,INR,Netflix,Entertainment,CARD,device_224,78.114.225.232,Mozilla/5.0 (Windows NT 10.0; Win64; x64),IN,1,0,0,0,0,,0,
ddcb644c-5a77-431a-8517-ab8d132821e8,b129ae2e-a5c6-4c1d-bd22-d3b370e3d28e,CUST100003,2025-10-15 15:52:05,132.21,INR,Amazon,Retail,CARD,device_224,242.25.56.30,Mozilla/5.0 (Windows NT 10.0; Win64; x64),IN,1,0,0,0,0,13830.1,0,
cd0c46bb-7a14-4851-a53e-1c396a5f6833,e6714f91-dc37-4df5-a18d-fe47ff2cb4cf,CUST100003,2025-10-21 11:21:18,349.7,INR,Swiggy,Food,NETBANKING,device_224,14.200.110.66,Mozilla/5.0 (Linux; Android 10; SM-G973F),IN,0,0,0,0,0,8369.216666666667,0,
ccb43437-a0e4-449a-a787-88fbeff5bdf1,494ec2ff-072b-4990-a058-e3bfc9bfff10,CUST100003,2025-10-23 01:48:45,261.23,INR,Netflix,Entertainment,NETBANKING,device_224,139.254.107.147,Mozilla/5.0 (Windows NT 10.0; Win64; x64),IN,0,0,0,0,0,2307.45,0,
b717a175-384b-430e-bcb5-0218c995c9fa,4a2c2648-c149-4974-92cd-df122ea3c8b3,CUST100003,2025-10-27 14:41:49,381.56,INR,HotelBooking,Travel,WALLET,device_224,1.85.148.195,Mozilla/5.0 (Windows NT 10.0; Win64; x64),IN,1,0,0,0,0,6533.066666666667,0,
1fbf74f4-efa4-4ec4-8794-91b1828783b3,0c8e8cc1-69f8-4d41-baac-8ce274da8ff7,CUST100004,2025-10-07 04:31:01,2752.79,USD,Ola,Transport,CARD,device_28,49.207.131.170,Mozilla/5.0 (Linux; Android 10; SM-G973F),US,1,0,0,0,0,,0,
6875d9a1-5c81-45f9-8999-8daaa8d5dddd,3e3f0769-5304-4742-8ade-f59248ac9c3f,CUST100004,2025-10-13 08:43:18,5548.7,USD,Amazon,Retail,CARD,device_28,120.90.87.68,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),US,1,0,0,0,0,8892.283333333333,0,
55af44dd-abb9-4609-9d2e-a1c176aba943,595f4c44-340a-48e5-b451-9b622eab8b7d,CUST100004,2025-10-14 01:39:28,3380.47,USD,Flipkart,Retail,CARD,device_848,6.170.245.215,Mozilla/5.0 (Linux; Android 10; SM-G973F),US,0,1,0,0,1,1016.1666666666666,1,social_engineering
a95409f7-494d-4701-a55e-3d9d6c8eaf94,2fdcd4ef-da5e-4040-b2d8-a1680f9f483f,CUST100004,2025-10-14 15:51:50,2591.24,USD,Ola,Transport,UPI,device_28,229.252.82.87,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),US,0,0,0,0,1,852.3666666666667,0,
2b4b0805-68a8-4a7f-b473-357244670a5f,ecda90cc-2d01-4a59-b925-c88f69faea39,CUST100004,2025-10-14 19:17:58,1121.43,USD,Swiggy,Food,CARD,device_28,167.197.36.108,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),US,0,0,0,0,2,206.13333333333333,0,
5be67664-a14f-436e-96b6-3bfdabf8f2f1,a10cd398-84cc-4ceb-b329-86c7f9bb420b,CUST100004,2025-10-23 17:29:34,565.98,USD,Amazon,Retail,CARD,device_28,65.151.44.56,Mozilla/5.0 (Linux; Android 10; SM-G973F),US,1,0,0,0,0,12851.6,0,
ad12384e-3b23-4086-8e2b-59f8462e3307,7beb2803-2be6-45e0-8ecd-d56e78ae6d95,CUST100004,2025-10-25 15:32:59,1931.45,USD,Uber,Transport,CARD,device_28,204.230.147.183,Mozilla/5.0 (Windows NT 10.0; Win64; x64),US,0,0,0,0,0,2763.4166666666665,0,
04768519-ee66-4907-b83b-842f29307470,4c323281-14eb-4650-add1-1da8d439c8bc,CUST100004,2025-10-26 10:15:25,1120.52,USD,Ola,Transport,UPI,device_28,76.16.197.171,Mozilla/5.0 (Windows NT 10.0; Win64; x64),US,0,0,0,0,1,1122.4333333333334,0,
7fb9c444-7b28-4548-99a6-ab1ec9bff996,7393732f-a0dc-43fb-ba1a-6573973e5b99,CUST100004,2025-11-01 01:30:52,2527.64,USD,Spotify,Entertainment,WALLET,device_28,55.13.252.112,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),US,0,0,0,0,0,8115.45,0,
d043671d-2e9a-4286-910e-9c34c74f97c2,760e9b09-4ef7-4cc2-8b50-7b16d94efe89,CUST100005,2025-10-06 11:30:44,1.0,USD,Amazon,Retail,CARD,device_559,190.161.39.211,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),AU,0,0,0,0,0,,0,
fd9e2611-3b09-429d-a98d-0cd8373a8707,e752c2af-b03e-440a-870a-f5919995d55e,CUST100005,2025-10-07 01:50:35,2254.57,USD,Flipkart,Retail,CARD,device_559,229.213.206.4,Mozilla/5.0 (Linux; Android 10; SM-G973F),AU,0,0,0,0,1,859.85,0,
dc5b863e-d12b-4698-8207-cc12c544a330,7072cf89-159e-4584-a19d-1c63c91477a9,CUST100005,2025-10-09 02:21:45,1322.59,USD,GooglePlay,Digital,CARD,device_903,36.140.121.65,Mozilla/5.0 (Windows NT 10.0; Win64; x64),AU,1,1,0,0,0,2911.1666666666665,0,
40ff8818-9335-482c-9c32-c265f1638bb6,5851b555-bbd9-4a0c-89a9-1a9005cc211a,CUST100005,2025-10-10 21:12:06,1506.47,USD,Steam,Digital,CARD,device_559,141.75.106.238,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),AU,0,0,0,0,0,2570.35,0,
94aa5f75-7975-4498-8192-a17c711164a2,87c94ce3-af0f-407a-ba17-4491a70d31ec,CUST100005,2025-10-12 17:09:24,2326.7,USD,HotelBooking,Travel,WALLET,device_559,154.54.44.187,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),AU,1,0,0,0,0,2637.3,0,
443270e9-e418-466a-bded-0a06040dec5e,33e72aa2-617d-4403-b725-8688fbc62a89,CUST100005,2025-10-27 17:37:30,2067.81,USD,Paytm,Payments,CARD,device_559,52.28.170.233,Mozilla/5.0 (Windows NT 10.0; Win64; x64),AU,0,0,0,0,0,21628.1,0,
50d4da4b-54f9-4b9e-98be-67a851246553,9bc22b4a-c4de-4459-89f8-ba569e38ea63,CUST100006,2025-10-04 15:42:19,895.68,USD,Spotify,Entertainment,NETBANKING,device_285,221.154.218.99,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),CA,0,0,0,0,0,,0,
55ba2997-3a45-4d71-94dd-561e50ff7665,5ce01703-6867-45ea-bb86-a0a0b95b4290,CUST100006,2025-10-04 22:57:08,916.35,USD,Zomato,Food,UPI,device_285,177.198.142.108,Mozilla/5.0 (Linux; Android 10; SM-G973F),US,0,0,1,0,1,434.81666666666666,0,
ad9cb718-ef7b-451b-b43d-b17122d69c48,ca63c8cb-8dc5-4679-8d32-4477ce07345b,CUST100006,2025-10-18 12:41:50,870.98,USD,Paytm,Payments,CARD,device_285,84.67.131.189,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),CA,0,0,0,0,0,19544.7,0,
27a464ba-f16c-48fb-9826-086c8351bcc0,902f2140-74e2-43ce-bcda-e512f4ad977e,CUST100006,2025-10-29 05:07:33,1846.87,USD,Samsung,Electronics,WALLET,device_285,139.167.63.156,Mozilla/5.0 (Windows NT 10.0; Win64; x64),CA,0,0,0,0,0,15385.716666666667,0,
f9e87059-7690-4cb4-83f3-0fa831c243cd,a3a5d5b6-e860-453b-95d9-d97307c0f9fb,CUST100006,2025-10-29 12:48:14,3293.05,USD,Paytm,Payments,CARD,device_285,155.106.6.24,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),CA,1,0,0,0,1,460.68333333333334,1,account_takeover
8229fbac-ce2a-4b10-a4d6-7b898ae45961,0ae0d2bc-3ffb-4d75-a7be-5bde9e3644f5,CUST100007,2025-10-08 18:23:19,1.0,INR,Apple,Electronics,WALLET,device_164,130.42.152.233,Mozilla/5.0 (Windows NT 10.0; Win64; x64),IN,1,0,0,0,0,,0,
a8e67c8e-e9f0-4410-8977-8a8333bc78c4,b8c09c2a-7823-4f04-b0f8-8a43161fde90,CUST100007,2025-10-20 03:55:40,1.0,INR,Zomato,Food,CARD,device_164,78.18.18.214,Mozilla/5.0 (Windows NT 10.0; Win64; x64),IN,0,0,0,0,0,16412.35,0,
7bafa1aa-d794-47a9-a33a-0cbddf6cc231,f5be891d-3265-4323-946d-7beb06884575,CUST100007,2025-10-22 17:20:41,6440.17,INR,Paytm,Payments,CARD,device_164,173.147.157.40,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),IN,0,0,0,0,0,3685.016666666667,0,
6cd39045-2fcd-4737-8948-f17fffcb414b,1b37cdf2-9524-4881-89ad-bce17add1234,CUST100007,2025-10-22 22:30:08,4191.05,INR,Netflix,Entertainment,WALLET,device_164,236.136.124.131,Mozilla/5.0 (Windows NT 10.0; Win64; x64),IN,1,0,0,0,1,309.45,0,
e58be6be-09f0-422e-8c22-874af545d955,a46dbee6-4d9c-45ee-9d18-2a1ca5f9e3b5,CUST100007,2025-10-29 23:58:45,2844.92,INR,Spotify,Entertainment,NETBANKING,device_164,85.47.72.6,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),IN,0,0,0,0,0,10168.616666666667,0,
cf86ff8d-6483-4f7a-9030-133fe9e8e622,6a926109-6393-47a0-8e94-4b34348f5bd0,CUST100008,2025-10-09 03:10:01,1477.65,USD,Amazon,Retail,WALLET,device_160,8.26.85.187,Mozilla/5.0 (Windows NT 10.0; Win64; x64),CA,0,0,0,0,0,,0,
c991fe7f-92d9-4918-a108-daee82606cdd,d7b663d8-e257-4c29-ac85-eef4ef99db9b,CUST100008,2025-10-09 08:05:59,4019.03,USD,BigBasket,Grocery,CARD,device_160,254.178.252.55,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),CA,1,0,0,0,1,295.96666666666664,0,
408d155e-38b4-4da1-9ec5-10df2a4c7d64,abe7a54b-f497-4908-b9be-58272b654110,CUST100008,2025-10-14 22:42:34,1708.43,USD,Paytm,Payments,NETBANKING,device_160,209.173.196.230,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),CA,0,0,0,0,0,8076.583333333333,0,
9d67b004-7737-48f6-9ce1-378c448d1850,e1827069-b777-429b-bf4d-61abb2d02ede,CUST100008,2025-10-21 22:41:39,2762.78,USD,Samsung,Electronics,CARD,device_892,18.30.150.96,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),CA,1,1,0,0,0,10079.083333333334,0,
3bd52ce4-79d9-45dd-b370-7ce2cc930885,3285807a-8ef5-49a4-919f-77e99b0fcb8f,CUST100009,2025-10-06 14:25:03,1.0,USD,GooglePlay,Digital,UPI,device_345,94.12.251.241,Mozilla/5.0 (Linux; Android 10; SM-G973F),US,0,0,0,0,0,,0,
b9d2808c-bfe1-428d-b4e8-37fede164a31,a8d6cc84-a391-43de-b724-d9f8885d8ccc,CUST100009,2025-10-07 23:14:04,6733.28,USD,Steam,Digital,CARD,device_345,105.198.206.157,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),US,0,0,0,0,0,1969.0166666666667,0,
c01145b2-aea0-476f-af31-ebad6c0c1cea,659dd231-793e-4506-8352-f775c4389a3a,CUST100009,2025-10-09 23:03:35,8524.19,USD,Ola,Transport,CARD,device_345,142.177.138.223,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),US,0,0,0,0,0,2869.516666666667,0,
2e8248c9-6e73-4975-9000-334c423e9fae,8b5732a6-bc86-47e3-b56d-fe3368ceea72,CUST100009,2025-10-10 20:16:34,3477.44,USD,Swiggy,Food,CARD,device_345,47.63.32.141,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),US,0,0,0,0,1,1272.9833333333333,0,
061eeb11-b75b-450e-9325-5dbc6d62fd42,b33e1d17-0479-4aa4-9feb-44ffb6e35072,CUST100009,2025-10-14 12:06:54,7211.71,USD,HotelBooking,Travel,CARD,device_345,94.241.213.14,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),US,1,0,0,0,0,5270.333333333333,0,
d091059b-b344-41d3-9309-6095a66e0af5,232f0907-4ee6-467e-8c6d-805a3801af00,CUST100009,2025-10-14 17:48:39,2388.76,USD,Myntra,Retail,CARD,device_345,67.55.216.164,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),US,1,0,0,0,1,341.75,0,
fabfdc8e-e06d-465d-937b-4e568a789834,815831b9-5478-4f5d-aad1-122b3ea565c1,CUST100009,2025-10-15 14:45:10,3911.81,USD,Steam,Digital,CARD,device_897,230.22.149.181,Mozilla/5.0 (Windows NT 10.0; Win64; x64),US,0,1,0,0,1,1256.5166666666667,0,
68eca7ae-a0c5-4f63-9cfa-fd1b25f05aa2,47fb80d8-44cc-4ac6-81f1-e72aa8824105,CUST100009,2025-10-18 12:43:58,5114.37,USD,GooglePlay,Digital,NETBANKING,device_731,145.65.245.175,Mozilla/5.0 (Linux; Android 10; SM-G973F),US,1,1,0,0,0,4198.8,0,
92565acb-f445-4982-92d2-da2ee641ca03,c955595f-df68-4f77-b3e6-f4e2dd099bc3,CUST100009,2025-10-21 11:48:41,1392.34,USD,Apple,Electronics,CARD,device_345,153.16.124.241,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),US,0,0,0,0,0,4264.716666666666,0,
13fed404-70a2-4d98-925a-068ef4ed8223,198950ee-d147-4c08-9e11-03d4a0aa0ad2,CUST100009,2025-11-02 10:04:20,4537.26,USD,Amazon,Retail,CARD,device_345,136.92.198.191,Mozilla/5.0 (Linux; Android 10; SM-G973F),US,0,0,0,0,0,17175.65,0,
5a758d0a-b556-432c-a1d3-67d54b96b187,687364c0-0de6-4870-9dea-7f107959cd66,CUST100010,2025-10-20 18:40:27,364.05,INR,Apple,Electronics,UPI,device_100,127.128.199.105,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),IN,0,0,0,0,0,,0,
22c201f4-5326-4e53-b47f-4f65b377511f,5640c1b9-2b35-4bc0-a5fe-97876d7c180c,CUST100010,2025-10-27 00:06:14,298.0,USD,Zomato,Food,CARD,device_100,179.37.151.196,Mozilla/5.0 (Windows NT 10.0; Win64; x64),GB,1,0,1,0,0,8965.783333333333,0,
5fd46d72-020b-4ecd-8c53-52e2071a69ab,187e8601-e182-4c7b-a0a7-036c19803bc7,CUST100011,2025-10-13 13:38:18,3706.23,USD,BigBasket,Grocery,NETBANKING,device_271,241.210.50.98,Mozilla/5.0 (Windows NT 10.0; Win64; x64),GB,0,0,0,0,0,,0,
a3718a08-c6cc-48b6-8342-1203c20ff976,d6af8fca-3416-4b09-802c-1f62559094b9,CUST100011,2025-10-18 23:03:50,3801.17,USD,Steam,Digital,NETBANKING,device_943,203.175.39.184,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),GB,0,1,0,0,0,7765.533333333334,0,
b2d9ce96-1f8f-4689-8c93-f3dde83420f6,76267eda-710a-42e9-9efc-dca42f9b097d,CUST100011,2025-10-19 19:06:57,9193.95,USD,Ola,Transport,CARD,device_271,78.145.124.174,Mozilla/5.0 (Windows NT 10.0; Win64; x64),GB,0,0,0,0,1,1203.1166666666666,0,
1b83a661-291b-44fc-b298-afd8a22b1476,ae017ce4-b3be-475e-bb45-17e2362e543e,CUST100011,2025-10-27 05:06:52,3638.73,USD,Apple,Electronics,NETBANKING,device_749,66.207.248.9,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),GB,0,1,0,0,0,10679.916666666666,0,
bddaa27a-5333-4b61-b2fc-c0db1d773905,1b26a25d-33dd-4793-83df-93599ac3bb2a,CUST100012,2025-10-05 18:18:10,4991.75,INR,Swiggy,Food,CARD,device_550,156.186.170.44,Mozilla/5.0 (Windows NT 10.0; Win64; x64),IN,1,0,0,0,0,,0,
007ce04e-18eb-47e4-a7d1-3c9730dbc0aa,f0b16cc8-f25a-4f3f-94e0-3c37ec4389cd,CUST100012,2025-10-07 03:46:37,16028.52,INR,GooglePlay,Digital,WALLET,device_1067,46.28.48.204,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),IN,0,1,0,0,0,2008.45,1,account_takeover
37d1ca01-8d3d-40cb-b36a-b2ff75bc813e,257f0b83-b2ec-47f9-818d-97e39b34346e,CUST100012,2025-10-09 00:17:54,1616.98,INR,Airline,Travel,CARD,device_550,82.119.156.33,Mozilla/5.0 (Windows NT 10.0; Win64; x64),IN,0,0,0,0,0,2671.2833333333333,0,
2dda3ea0-2bad-4b52-b0d2-f17622c82ef0,8011df63-1cd5-4a62-8dd5-5f8c68f2dcbd,CUST100012,2025-10-11 03:07:35,7471.81,INR,Amazon,Retail,CARD,device_550,44.78.224.40,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),IN,0,0,0,0,0,3049.6833333333334,0,
adb2352b-bedd-4135-90f6-2cc2743dd806,b2f97983-4f68-4bfa-a9ba-f57645fcaf09,CUST100012,2025-10-14 18:55:41,3826.78,INR,Zomato,Food,WALLET,device_550,30.44.180.102,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),IN,1,0,0,0,0,5268.1,0,
183a804e-2219-421d-b384-153c1eb035dc,6b0b5d2c-6606-415b-bdff-7ef3188b699d,CUST100012,2025-10-29 18:36:57,3975.75,USD,Swiggy,Food,NETBANKING,device_550,106.211.217.85,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),GB,0,0,1,0,0,21581.266666666666,0,
8b9a8064-98a3-4d1a-b9f3-598bc59c7c15,daf96610-b76f-4edb-8fcb-d4e54574e687,CUST100012,2025-11-02 16:06:14,473.01,INR,Netflix,Entertainment,WALLET,device_933,21.3.57.9,Mozilla/5.0 (Windows NT 10.0; Win64; x64),IN,0,1,0,0,0,5609.283333333334,0,
6d049f7a-21fa-4df4-9d8f-2cecda662117,8374315e-413d-4780-b398-16fb04b786e2,CUST100013,2025-10-05 06:41:57,2523.46,INR,Zomato,Food,NETBANKING,device_388,95.74.54.244,Mozilla/5.0 (Windows NT 10.0; Win64; x64),IN,1,0,0,0,0,,0,
7d03fa8b-b799-4392-b12b-7b23ec0982b4,7906b7bc-027f-4b00-b9e7-fb3546fc4e5b,CUST100013,2025-10-05 18:08:44,6969.03,INR,Samsung,Electronics,UPI,device_388,86.194.225.255,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),IN,0,0,0,0,1,686.7833333333333,0,
7508b940-c763-4d36-bb3d-66f19319c88d,ed8a6565-d98b-4167-bab3-4ba2bd915fef,CUST100013,2025-10-09 05:50:44,1.0,INR,GooglePlay,Digital,NETBANKING,device_388,237.204.56.60,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),IN,1,0,0,0,0,5022.0,0,
9f61d3d9-919a-4196-83f1-f4075caadeb8,12b026da-9a6f-42fd-b9c2-fe93af073304,CUST100013,2025-10-12 19:40:51,5108.1,INR,Flipkart,Retail,CARD,device_388,134.222.106.24,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),IN,0,0,0,0,0,5150.116666666667,0,
3f23446f-57c2-474b-911e-4bfd9fac4991,105673dd-6c75-47f9-90dc-95085fce782e,CUST100013,2025-10-26 06:41:30,1345.59,INR,Swiggy,Food,UPI,device_388,134.146.238.136,Mozilla/5.0 (Windows NT 10.0; Win64; x64),IN,0,0,0,0,0,19380.65,0,
57866bd7-3813-4e28-9efd-683a7f22a0a6,ad525cd9-764d-4c57-bccf-38fad78990e7,CUST100013,2025-10-30 16:52:25,5950.95,INR,Netflix,Entertainment,UPI,device_388,69.177.227.147,Mozilla/5.0 (Linux; Android 10; SM-G973F),IN,0,0,0,0,0,6370.916666666667,0,
34ac773a-9216-4283-a83e-528045d38930,da0183b1-1a30-4be9-be91-942caef1dcd8,CUST100013,2025-11-03 05:37:01,2620.13,INR,Paytm,Payments,CARD,device_388,34.4.105.214,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),IN,0,0,0,0,0,5084.6,0,
f36be1b1-2bba-4d6f-a742-83c27ce55c14,84f9cc7e-c45b-4f10-9746-2d8488874a8b,CUST100014,2025-10-08 05:42:33,1374.29,INR,Samsung,Electronics,WALLET,device_1128,110.169.17.251,Mozilla/5.0 (Linux; Android 10; SM-G973F),IN,0,1,0,0,0,,0,
caa9b9d8-e965-4287-bf10-dd5194b6c830,cedd1865-5c62-453b-9c2c-b4223483b799,CUST100014,2025-10-09 20:24:16,2343.63,INR,Apple,Electronics,CARD,device_371,98.235.97.182,Mozilla/5.0 (Windows NT 10.0; Win64; x64),IN,0,0,0,0,0,2321.7166666666667,0,
a6fdab8d-4400-4e38-a14b-85d6fcebf668,c39cd7c5-b641-4f17-bcdd-a8ea7c38c527,CUST100014,2025-10-09 23:39:25,3196.88,INR,Airline,Travel,CARD,device_371,187.137.96.237,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),IN,0,0,0,0,1,195.15,0,
